Unnamed: 0,previous_state,current_state
219,"[[1, 8, 6], [5, 4, 3], [2, 7, 0]]","[[1, 8, 6], [5, 4, 0], [2, 7, 3]]"
220,"[[4, 1, 6], [8, 3, 0], [5, 2, 7]]","[[4, 1, 0], [8, 3, 6], [5, 2, 7]]"
221,"[[4, 1, 6], [8, 7, 2], [5, 0, 3]]","[[4, 1, 6], [8, 7, 2], [0, 5, 3]]"
222,"[[8, 2, 4], [1, 7, 0], [5, 3, 6]]","[[8, 2, 0], [1, 7, 4], [5, 3, 6]]"
223,"[[8, 6, 2], [1, 4, 3], [5, 0, 7]]","[[8, 6, 2], [1, 0, 3], [5, 4, 7]]"
224,"[[8, 6, 3], [1, 2, 4], [5, 0, 7]]","[[8, 6, 3], [1, 2, 4], [0, 5, 7]]"
225,"[[8, 6, 3], [1, 2, 4], [5, 0, 7]]","[[8, 6, 3], [1, 2, 4], [5, 7, 0]]"
226,"[[8, 6, 3], [2, 4, 0], [1, 5, 7]]","[[8, 6, 3], [2, 0, 4], [1, 5, 7]]"
227,"[[8, 6, 3], [2, 4, 0], [1, 5, 7]]","[[8, 6, 3], [2, 4, 7], [1, 5, 0]]"
228,"[[4, 2, 6], [8, 5, 0], [1, 7, 3]]","[[4, 2, 0], [8, 5, 6], [1, 7, 3]]"
229,"[[4, 2, 6], [1, 8, 3], [5, 0, 7]]","[[4, 2, 6], [1, 0, 3], [5, 8, 7]]"
230,"[[4, 2, 6], [1, 8, 3], [5, 0, 7]]","[[4, 2, 6], [1, 8, 3], [5, 7, 0]]"
231,"[[8, 4, 0], [1, 7, 6], [5, 3, 2]]","[[8, 0, 4], [1, 7, 6], [5, 3, 2]]"
232,"[[8, 4, 6], [1, 3, 7], [0, 5, 2]]","[[8, 4, 6], [0, 3, 7], [1, 5, 2]]"
233,"[[8, 4, 6], [0, 5, 2], [7, 1, 3]]","[[0, 4, 6], [8, 5, 2], [7, 1, 3]]"
234,"[[8, 4, 6], [0, 5, 3], [2, 1, 7]]","[[0, 4, 6], [8, 5, 3], [2, 1, 7]]"
235,"[[8, 0, 6], [5, 4, 2], [7, 1, 3]]","[[0, 8, 6], [5, 4, 2], [7, 1, 3]]"
236,"[[1, 8, 6], [5, 0, 3], [2, 4, 7]]","[[1, 0, 6], [5, 8, 3], [2, 4, 7]]"
237,"[[1, 8, 6], [5, 0, 3], [2, 4, 7]]","[[1, 8, 6], [0, 5, 3], [2, 4, 7]]"
238,"[[0, 1, 4], [2, 8, 6], [5, 7, 3]]","[[2, 1, 4], [0, 8, 6], [5, 7, 3]]"
239,"[[2, 8, 6], [4, 0, 3], [1, 5, 7]]","[[2, 8, 6], [4, 5, 3], [1, 0, 7]]"
240,"[[4, 6, 3], [8, 0, 2], [1, 5, 7]]","[[4, 0, 3], [8, 6, 2], [1, 5, 7]]"
241,"[[4, 1, 6], [8, 3, 0], [5, 2, 7]]","[[4, 1, 6], [8, 3, 7], [5, 2, 0]]"
242,"[[4, 1, 6], [8, 7, 2], [5, 0, 3]]","[[4, 1, 6], [8, 7, 2], [5, 3, 0]]"
243,"[[4, 2, 6], [8, 3, 7], [1, 5, 0]]","[[4, 2, 6], [8, 3, 7], [1, 0, 5]]"
244,"[[4, 6, 2], [8, 1, 0], [5, 7, 3]]","[[4, 6, 2], [8, 1, 3], [5, 7, 0]]"
245,"[[4, 6, 3], [8, 0, 2], [1, 5, 7]]","[[4, 6, 3], [0, 8, 2], [1, 5, 7]]"
246,"[[4, 6, 3], [8, 0, 2], [1, 5, 7]]","[[4, 6, 3], [8, 5, 2], [1, 0, 7]]"
247,"[[8, 2, 4], [1, 7, 0], [5, 3, 6]]","[[8, 2, 4], [1, 0, 7], [5, 3, 6]]"
248,"[[8, 0, 3], [1, 6, 4], [5, 2, 7]]","[[8, 3, 0], [1, 6, 4], [5, 2, 7]]"
249,"[[8, 4, 6], [5, 2, 0], [7, 1, 3]]","[[8, 4, 0], [5, 2, 6], [7, 1, 3]]"
250,"[[8, 4, 6], [5, 2, 0], [7, 1, 3]]","[[8, 4, 6], [5, 2, 3], [7, 1, 0]]"
251,"[[4, 2, 6], [0, 5, 3], [8, 1, 7]]","[[0, 2, 6], [4, 5, 3], [8, 1, 7]]"
252,"[[1, 0, 8], [4, 2, 6], [5, 7, 3]]","[[1, 2, 8], [4, 0, 6], [5, 7, 3]]"
253,"[[1, 0, 4], [5, 8, 6], [7, 2, 3]]","[[1, 4, 0], [5, 8, 6], [7, 2, 3]]"
254,"[[2, 0, 6], [4, 8, 3], [1, 5, 7]]","[[2, 6, 0], [4, 8, 3], [1, 5, 7]]"
255,"[[4, 2, 6], [8, 5, 0], [1, 7, 3]]","[[4, 2, 6], [8, 0, 5], [1, 7, 3]]"
256,"[[8, 4, 6], [1, 0, 7], [5, 3, 2]]","[[8, 0, 6], [1, 4, 7], [5, 3, 2]]"
257,"[[8, 6, 2], [0, 1, 4], [5, 7, 3]]","[[0, 6, 2], [8, 1, 4], [5, 7, 3]]"
258,"[[8, 6, 3], [0, 1, 4], [5, 2, 7]]","[[0, 6, 3], [8, 1, 4], [5, 2, 7]]"
259,"[[8, 0, 4], [2, 3, 6], [1, 5, 7]]","[[0, 8, 4], [2, 3, 6], [1, 5, 7]]"
260,"[[8, 0, 6], [7, 4, 2], [1, 5, 3]]","[[0, 8, 6], [7, 4, 2], [1, 5, 3]]"
261,"[[1, 8, 4], [0, 3, 6], [5, 2, 7]]","[[1, 8, 4], [5, 3, 6], [0, 2, 7]]"
262,"[[1, 8, 6], [4, 3, 7], [5, 2, 0]]","[[1, 8, 6], [4, 3, 7], [5, 0, 2]]"
263,"[[1, 8, 6], [4, 7, 2], [5, 3, 0]]","[[1, 8, 6], [4, 7, 0], [5, 3, 2]]"
264,"[[1, 8, 6], [5, 0, 3], [2, 4, 7]]","[[1, 8, 6], [5, 3, 0], [2, 4, 7]]"
265,"[[2, 8, 6], [1, 4, 3], [0, 5, 7]]","[[2, 8, 6], [1, 4, 3], [5, 0, 7]]"
266,"[[2, 8, 6], [4, 0, 3], [1, 5, 7]]","[[2, 8, 6], [4, 3, 0], [1, 5, 7]]"
267,"[[4, 6, 2], [8, 1, 0], [5, 7, 3]]","[[4, 6, 2], [8, 0, 1], [5, 7, 3]]"
268,"[[4, 6, 3], [8, 1, 0], [5, 2, 7]]","[[4, 6, 3], [8, 0, 1], [5, 2, 7]]"
269,"[[4, 6, 3], [8, 1, 0], [5, 2, 7]]","[[4, 6, 3], [8, 1, 7], [5, 2, 0]]"
270,"[[4, 6, 3], [8, 2, 7], [1, 5, 0]]","[[4, 6, 3], [8, 2, 7], [1, 0, 5]]"
271,"[[8, 2, 4], [5, 0, 6], [7, 1, 3]]","[[8, 2, 4], [0, 5, 6], [7, 1, 3]]"
272,"[[8, 3, 4], [1, 2, 6], [5, 0, 7]]","[[8, 3, 4], [1, 2, 6], [0, 5, 7]]"
273,"[[8, 3, 4], [1, 2, 6], [5, 0, 7]]","[[8, 3, 4], [1, 2, 6], [5, 7, 0]]"
274,"[[8, 0, 4], [2, 3, 6], [1, 5, 7]]","[[8, 3, 4], [2, 0, 6], [1, 5, 7]]"
275,"[[8, 4, 6], [7, 2, 0], [1, 5, 3]]","[[8, 4, 0], [7, 2, 6], [1, 5, 3]]"
276,"[[8, 4, 6], [7, 2, 0], [1, 5, 3]]","[[8, 4, 6], [7, 2, 3], [1, 5, 0]]"
277,"[[8, 4, 6], [0, 5, 2], [7, 1, 3]]","[[8, 4, 6], [7, 5, 2], [0, 1, 3]]"
278,"[[8, 0, 6], [5, 4, 2], [7, 1, 3]]","[[8, 6, 0], [5, 4, 2], [7, 1, 3]]"
279,"[[8, 6, 2], [1, 7, 4], [5, 0, 3]]","[[8, 6, 2], [1, 7, 4], [0, 5, 3]]"
280,"[[8, 6, 2], [0, 1, 4], [5, 7, 3]]","[[8, 6, 2], [5, 1, 4], [0, 7, 3]]"
281,"[[8, 6, 3], [1, 4, 7], [5, 0, 2]]","[[8, 6, 3], [1, 4, 7], [0, 5, 2]]"
282,"[[8, 6, 3], [0, 1, 4], [5, 2, 7]]","[[8, 6, 3], [5, 1, 4], [0, 2, 7]]"
283,"[[1, 0, 4], [5, 8, 6], [7, 2, 3]]","[[0, 1, 4], [5, 8, 6], [7, 2, 3]]"
284,"[[1, 0, 8], [4, 2, 6], [5, 7, 3]]","[[0, 1, 8], [4, 2, 6], [5, 7, 3]]"
285,"[[1, 8, 4], [0, 5, 6], [7, 2, 3]]","[[0, 8, 4], [1, 5, 6], [7, 2, 3]]"
286,"[[1, 8, 6], [0, 2, 3], [4, 5, 7]]","[[0, 8, 6], [1, 2, 3], [4, 5, 7]]"
287,"[[1, 6, 2], [4, 8, 0], [5, 7, 3]]","[[1, 6, 2], [4, 8, 3], [5, 7, 0]]"
288,"[[1, 8, 6], [5, 2, 0], [7, 4, 3]]","[[1, 8, 0], [5, 2, 6], [7, 4, 3]]"
289,"[[1, 8, 4], [0, 5, 6], [7, 2, 3]]","[[1, 8, 4], [7, 5, 6], [0, 2, 3]]"
290,"[[1, 8, 6], [0, 2, 3], [4, 5, 7]]","[[1, 8, 6], [2, 0, 3], [4, 5, 7]]"
291,"[[1, 8, 6], [5, 2, 0], [7, 4, 3]]","[[1, 8, 6], [5, 2, 3], [7, 4, 0]]"
292,"[[4, 2, 6], [0, 5, 3], [8, 1, 7]]","[[4, 2, 6], [5, 0, 3], [8, 1, 7]]"
293,"[[8, 4, 6], [1, 0, 7], [5, 3, 2]]","[[8, 4, 6], [0, 1, 7], [5, 3, 2]]"
294,"[[1, 8, 0], [2, 6, 4], [5, 7, 3]]","[[1, 0, 8], [2, 6, 4], [5, 7, 3]]"
295,"[[0, 8, 2], [1, 6, 4], [5, 7, 3]]","[[1, 8, 2], [0, 6, 4], [5, 7, 3]]"
296,"[[1, 8, 4], [2, 7, 6], [0, 5, 3]]","[[1, 8, 4], [0, 7, 6], [2, 5, 3]]"
297,"[[1, 8, 4], [2, 6, 3], [5, 7, 0]]","[[1, 8, 4], [2, 6, 3], [5, 0, 7]]"
298,"[[1, 8, 4], [0, 3, 6], [5, 2, 7]]","[[1, 8, 4], [3, 0, 6], [5, 2, 7]]"
299,"[[4, 1, 6], [8, 2, 3], [0, 5, 7]]","[[4, 1, 6], [0, 2, 3], [8, 5, 7]]"
300,"[[4, 1, 6], [5, 8, 2], [0, 7, 3]]","[[4, 1, 6], [5, 8, 2], [7, 0, 3]]"
301,"[[4, 0, 6], [8, 7, 2], [1, 5, 3]]","[[4, 6, 0], [8, 7, 2], [1, 5, 3]]"
302,"[[4, 0, 6], [8, 7, 2], [1, 5, 3]]","[[4, 7, 6], [8, 0, 2], [1, 5, 3]]"
303,"[[8, 2, 4], [5, 0, 6], [7, 1, 3]]","[[8, 0, 4], [5, 2, 6], [7, 1, 3]]"
304,"[[8, 2, 4], [5, 1, 6], [7, 3, 0]]","[[8, 2, 4], [5, 1, 0], [7, 3, 6]]"
305,"[[8, 2, 4], [5, 0, 6], [7, 1, 3]]","[[8, 2, 4], [5, 6, 0], [7, 1, 3]]"
306,"[[8, 2, 4], [7, 0, 6], [1, 5, 3]]","[[8, 2, 4], [7, 5, 6], [1, 0, 3]]"
307,"[[8, 4, 6], [5, 1, 0], [7, 3, 2]]","[[8, 4, 0], [5, 1, 6], [7, 3, 2]]"
308,"[[8, 4, 6], [7, 5, 2], [1, 0, 3]]","[[8, 4, 6], [7, 5, 2], [1, 3, 0]]"
309,"[[8, 0, 6], [7, 4, 2], [1, 5, 3]]","[[8, 6, 0], [7, 4, 2], [1, 5, 3]]"
310,"[[8, 6, 2], [1, 7, 4], [5, 0, 3]]","[[8, 6, 2], [1, 7, 4], [5, 3, 0]]"
311,"[[8, 6, 3], [1, 4, 7], [5, 0, 2]]","[[8, 6, 3], [1, 0, 7], [5, 4, 2]]"
312,"[[1, 0, 6], [5, 8, 2], [7, 4, 3]]","[[0, 1, 6], [5, 8, 2], [7, 4, 3]]"
313,"[[1, 8, 6], [0, 5, 2], [7, 4, 3]]","[[0, 8, 6], [1, 5, 2], [7, 4, 3]]"
314,"[[1, 0, 6], [5, 8, 2], [7, 4, 3]]","[[1, 6, 0], [5, 8, 2], [7, 4, 3]]"
315,"[[1, 6, 2], [4, 8, 0], [5, 7, 3]]","[[1, 6, 2], [4, 0, 8], [5, 7, 3]]"
316,"[[1, 6, 3], [4, 8, 0], [5, 2, 7]]","[[1, 6, 3], [4, 0, 8], [5, 2, 7]]"
317,"[[1, 6, 3], [4, 8, 0], [5, 2, 7]]","[[1, 6, 3], [4, 8, 7], [5, 2, 0]]"
318,"[[1, 8, 4], [5, 2, 0], [7, 3, 6]]","[[1, 8, 0], [5, 2, 4], [7, 3, 6]]"
319,"[[1, 8, 4], [5, 6, 0], [7, 2, 3]]","[[1, 8, 0], [5, 6, 4], [7, 2, 3]]"
320,"[[1, 8, 4], [5, 6, 0], [7, 2, 3]]","[[1, 8, 4], [5, 6, 3], [7, 2, 0]]"
321,"[[1, 8, 6], [0, 5, 2], [7, 4, 3]]","[[1, 8, 6], [7, 5, 2], [0, 4, 3]]"
322,"[[8, 3, 4], [0, 1, 6], [5, 2, 7]]","[[0, 3, 4], [8, 1, 6], [5, 2, 7]]"
323,"[[0, 2, 4], [8, 7, 6], [1, 5, 3]]","[[2, 0, 4], [8, 7, 6], [1, 5, 3]]"
324,"[[2, 1, 4], [8, 0, 6], [5, 7, 3]]","[[2, 1, 4], [8, 6, 0], [5, 7, 3]]"
325,"[[2, 1, 4], [8, 0, 6], [5, 7, 3]]","[[2, 1, 4], [8, 7, 6], [5, 0, 3]]"
326,"[[2, 4, 0], [8, 1, 6], [5, 7, 3]]","[[2, 4, 6], [8, 1, 0], [5, 7, 3]]"
327,"[[4, 1, 0], [8, 2, 6], [5, 7, 3]]","[[4, 0, 1], [8, 2, 6], [5, 7, 3]]"
328,"[[4, 1, 6], [5, 8, 3], [0, 2, 7]]","[[4, 1, 6], [5, 8, 3], [2, 0, 7]]"
329,"[[8, 2, 4], [7, 0, 6], [1, 5, 3]]","[[8, 0, 4], [7, 2, 6], [1, 5, 3]]"
330,"[[8, 2, 4], [1, 6, 3], [0, 5, 7]]","[[8, 2, 4], [0, 6, 3], [1, 5, 7]]"
331,"[[8, 2, 4], [7, 0, 6], [1, 5, 3]]","[[8, 2, 4], [7, 6, 0], [1, 5, 3]]"
332,"[[8, 3, 4], [0, 1, 6], [5, 2, 7]]","[[8, 3, 4], [5, 1, 6], [0, 2, 7]]"
333,"[[8, 4, 6], [5, 1, 0], [2, 7, 3]]","[[8, 4, 0], [5, 1, 6], [2, 7, 3]]"
334,"[[8, 4, 6], [5, 1, 0], [7, 3, 2]]","[[8, 4, 6], [5, 0, 1], [7, 3, 2]]"
335,"[[1, 8, 6], [5, 4, 0], [7, 3, 2]]","[[1, 8, 0], [5, 4, 6], [7, 3, 2]]"
336,"[[1, 8, 4], [5, 2, 0], [7, 3, 6]]","[[1, 8, 4], [5, 0, 2], [7, 3, 6]]"
337,"[[4, 0, 2], [8, 3, 6], [1, 5, 7]]","[[4, 3, 2], [8, 0, 6], [1, 5, 7]]"
338,"[[8, 0, 6], [5, 4, 3], [2, 1, 7]]","[[0, 8, 6], [5, 4, 3], [2, 1, 7]]"
339,"[[1, 8, 4], [2, 7, 6], [5, 3, 0]]","[[1, 8, 4], [2, 7, 0], [5, 3, 6]]"
340,"[[8, 4, 0], [2, 5, 6], [1, 7, 3]]","[[8, 0, 4], [2, 5, 6], [1, 7, 3]]"
341,"[[8, 3, 4], [1, 6, 0], [5, 2, 7]]","[[8, 3, 4], [1, 6, 7], [5, 2, 0]]"
342,"[[8, 4, 6], [5, 1, 0], [2, 7, 3]]","[[8, 4, 6], [5, 0, 1], [2, 7, 3]]"
343,"[[4, 0, 2], [8, 3, 6], [1, 5, 7]]","[[0, 4, 2], [8, 3, 6], [1, 5, 7]]"
344,"[[1, 0, 8], [4, 3, 6], [5, 2, 7]]","[[1, 3, 8], [4, 0, 6], [5, 2, 7]]"
345,"[[1, 4, 6], [2, 8, 0], [5, 7, 3]]","[[1, 4, 6], [2, 8, 3], [5, 7, 0]]"
346,"[[1, 8, 6], [5, 4, 0], [2, 7, 3]]","[[1, 8, 0], [5, 4, 6], [2, 7, 3]]"
347,"[[1, 8, 6], [5, 4, 0], [7, 3, 2]]","[[1, 8, 6], [5, 0, 4], [7, 3, 2]]"
348,"[[1, 8, 6], [0, 7, 2], [4, 5, 3]]","[[1, 8, 6], [7, 0, 2], [4, 5, 3]]"
349,"[[2, 8, 6], [4, 5, 3], [1, 0, 7]]","[[2, 8, 6], [4, 5, 3], [1, 7, 0]]"
350,"[[4, 2, 0], [8, 5, 6], [1, 7, 3]]","[[4, 0, 2], [8, 5, 6], [1, 7, 3]]"
351,"[[4, 2, 6], [1, 0, 3], [5, 8, 7]]","[[4, 0, 6], [1, 2, 3], [5, 8, 7]]"
352,"[[4, 2, 6], [1, 0, 3], [5, 8, 7]]","[[4, 2, 6], [0, 1, 3], [5, 8, 7]]"
353,"[[4, 2, 6], [1, 0, 3], [5, 8, 7]]","[[4, 2, 6], [1, 3, 0], [5, 8, 7]]"
354,"[[4, 2, 6], [1, 8, 3], [5, 7, 0]]","[[4, 2, 6], [1, 8, 0], [5, 7, 3]]"
355,"[[0, 8, 3], [1, 6, 4], [5, 2, 7]]","[[1, 8, 3], [0, 6, 4], [5, 2, 7]]"
356,"[[4, 1, 6], [8, 7, 2], [0, 5, 3]]","[[4, 1, 6], [0, 7, 2], [8, 5, 3]]"
357,"[[8, 2, 4], [1, 0, 3], [5, 6, 7]]","[[8, 0, 4], [1, 2, 3], [5, 6, 7]]"
358,"[[8, 4, 6], [2, 0, 5], [1, 7, 3]]","[[8, 0, 6], [2, 4, 5], [1, 7, 3]]"
359,"[[8, 2, 4], [1, 0, 3], [5, 6, 7]]","[[8, 2, 4], [0, 1, 3], [5, 6, 7]]"
360,"[[8, 2, 4], [1, 0, 3], [5, 6, 7]]","[[8, 2, 4], [1, 3, 0], [5, 6, 7]]"
361,"[[8, 4, 6], [2, 0, 5], [1, 7, 3]]","[[8, 4, 6], [0, 2, 5], [1, 7, 3]]"
362,"[[8, 4, 6], [2, 3, 7], [1, 0, 5]]","[[8, 4, 6], [2, 0, 7], [1, 3, 5]]"
363,"[[8, 4, 6], [2, 3, 7], [1, 0, 5]]","[[8, 4, 6], [2, 3, 7], [0, 1, 5]]"
364,"[[8, 0, 6], [5, 4, 3], [2, 1, 7]]","[[8, 6, 0], [5, 4, 3], [2, 1, 7]]"
365,"[[8, 6, 2], [1, 4, 3], [0, 5, 7]]","[[8, 6, 2], [0, 4, 3], [1, 5, 7]]"
366,"[[1, 0, 8], [4, 3, 6], [5, 2, 7]]","[[0, 1, 8], [4, 3, 6], [5, 2, 7]]"
367,"[[4, 6, 3], [0, 8, 2], [1, 5, 7]]","[[0, 6, 3], [4, 8, 2], [1, 5, 7]]"
368,"[[1, 8, 6], [0, 7, 2], [4, 5, 3]]","[[0, 8, 6], [1, 7, 2], [4, 5, 3]]"
369,"[[1, 2, 8], [4, 0, 6], [5, 7, 3]]","[[1, 2, 8], [0, 4, 6], [5, 7, 3]]"
370,"[[1, 2, 8], [4, 0, 6], [5, 7, 3]]","[[1, 2, 8], [4, 6, 0], [5, 7, 3]]"
371,"[[1, 2, 8], [4, 0, 6], [5, 7, 3]]","[[1, 2, 8], [4, 7, 6], [5, 0, 3]]"
372,"[[1, 4, 6], [2, 8, 0], [5, 7, 3]]","[[1, 4, 6], [2, 0, 8], [5, 7, 3]]"
373,"[[1, 4, 0], [5, 8, 6], [7, 2, 3]]","[[1, 4, 6], [5, 8, 0], [7, 2, 3]]"
374,"[[1, 8, 6], [0, 5, 3], [2, 4, 7]]","[[1, 8, 6], [2, 5, 3], [0, 4, 7]]"
375,"[[1, 8, 6], [5, 4, 0], [2, 7, 3]]","[[1, 8, 6], [5, 0, 4], [2, 7, 3]]"
376,"[[0, 2, 6], [4, 5, 3], [8, 1, 7]]","[[2, 0, 6], [4, 5, 3], [8, 1, 7]]"
377,"[[2, 1, 4], [0, 8, 6], [5, 7, 3]]","[[2, 1, 4], [5, 8, 6], [0, 7, 3]]"
378,"[[2, 6, 0], [4, 8, 3], [1, 5, 7]]","[[2, 6, 3], [4, 8, 0], [1, 5, 7]]"
379,"[[2, 8, 6], [4, 5, 3], [1, 0, 7]]","[[2, 8, 6], [4, 5, 3], [0, 1, 7]]"
380,"[[4, 2, 6], [8, 0, 5], [1, 7, 3]]","[[4, 2, 6], [0, 8, 5], [1, 7, 3]]"
381,"[[4, 6, 3], [0, 8, 2], [1, 5, 7]]","[[4, 6, 3], [1, 8, 2], [0, 5, 7]]"
382,"[[4, 6, 3], [8, 5, 2], [1, 0, 7]]","[[4, 6, 3], [8, 5, 2], [1, 7, 0]]"
383,"[[4, 1, 0], [8, 3, 6], [5, 2, 7]]","[[4, 0, 1], [8, 3, 6], [5, 2, 7]]"
384,"[[0, 4, 6], [8, 5, 2], [7, 1, 3]]","[[4, 0, 6], [8, 5, 2], [7, 1, 3]]"
385,"[[8, 6, 2], [1, 0, 3], [5, 4, 7]]","[[8, 0, 2], [1, 6, 3], [5, 4, 7]]"
386,"[[8, 6, 3], [2, 0, 4], [1, 5, 7]]","[[8, 0, 3], [2, 6, 4], [1, 5, 7]]"
387,"[[8, 4, 6], [5, 3, 0], [2, 1, 7]]","[[8, 4, 0], [5, 3, 6], [2, 1, 7]]"
388,"[[8, 4, 6], [2, 0, 5], [1, 7, 3]]","[[8, 4, 6], [2, 7, 5], [1, 0, 3]]"
389,"[[8, 6, 3], [1, 2, 4], [0, 5, 7]]","[[8, 6, 3], [0, 2, 4], [1, 5, 7]]"
390,"[[8, 6, 3], [1, 2, 4], [5, 7, 0]]","[[8, 6, 3], [1, 2, 0], [5, 7, 4]]"
391,"[[8, 6, 3], [2, 0, 4], [1, 5, 7]]","[[8, 6, 3], [2, 5, 4], [1, 0, 7]]"
392,"[[4, 1, 6], [0, 2, 3], [8, 5, 7]]","[[0, 1, 6], [4, 2, 3], [8, 5, 7]]"
393,"[[1, 0, 6], [5, 8, 3], [2, 4, 7]]","[[0, 1, 6], [5, 8, 3], [2, 4, 7]]"
394,"[[8, 2, 4], [0, 5, 6], [7, 1, 3]]","[[0, 2, 4], [8, 5, 6], [7, 1, 3]]"
395,"[[4, 0, 3], [8, 6, 2], [1, 5, 7]]","[[0, 4, 3], [8, 6, 2], [1, 5, 7]]"
396,"[[1, 8, 6], [0, 5, 3], [2, 4, 7]]","[[0, 8, 6], [1, 5, 3], [2, 4, 7]]"
397,"[[1, 8, 6], [2, 0, 3], [4, 5, 7]]","[[1, 0, 6], [2, 8, 3], [4, 5, 7]]"
398,"[[1, 8, 0], [5, 2, 6], [7, 4, 3]]","[[1, 0, 8], [5, 2, 6], [7, 4, 3]]"
399,"[[1, 0, 6], [5, 8, 3], [2, 4, 7]]","[[1, 6, 0], [5, 8, 3], [2, 4, 7]]"
400,"[[1, 6, 2], [4, 8, 3], [5, 7, 0]]","[[1, 6, 2], [4, 8, 3], [5, 0, 7]]"
401,"[[1, 8, 6], [2, 0, 3], [4, 5, 7]]","[[1, 8, 6], [2, 5, 3], [4, 0, 7]]"
402,"[[1, 8, 6], [5, 2, 3], [7, 4, 0]]","[[1, 8, 6], [5, 2, 3], [7, 0, 4]]"
403,"[[2, 8, 6], [4, 3, 0], [1, 5, 7]]","[[2, 8, 0], [4, 3, 6], [1, 5, 7]]"
404,"[[2, 8, 6], [1, 4, 3], [5, 0, 7]]","[[2, 8, 6], [1, 4, 3], [5, 7, 0]]"
405,"[[4, 2, 6], [8, 0, 5], [1, 7, 3]]","[[4, 0, 6], [8, 2, 5], [1, 7, 3]]"
406,"[[4, 1, 6], [5, 8, 2], [7, 0, 3]]","[[4, 1, 6], [5, 0, 2], [7, 8, 3]]"
407,"[[4, 2, 6], [5, 0, 3], [8, 1, 7]]","[[4, 2, 6], [5, 1, 3], [8, 0, 7]]"
408,"[[4, 2, 6], [8, 0, 5], [1, 7, 3]]","[[4, 2, 6], [8, 7, 5], [1, 0, 3]]"
409,"[[4, 0, 3], [8, 6, 2], [1, 5, 7]]","[[4, 3, 0], [8, 6, 2], [1, 5, 7]]"
410,"[[4, 6, 3], [8, 5, 2], [1, 0, 7]]","[[4, 6, 3], [8, 5, 2], [0, 1, 7]]"
411,"[[0, 4, 6], [8, 5, 3], [2, 1, 7]]","[[4, 0, 6], [8, 5, 3], [2, 1, 7]]"
412,"[[4, 6, 2], [8, 1, 3], [5, 7, 0]]","[[4, 6, 2], [8, 1, 3], [5, 0, 7]]"
413,"[[0, 8, 6], [5, 4, 2], [7, 1, 3]]","[[5, 8, 6], [0, 4, 2], [7, 1, 3]]"
414,"[[8, 2, 0], [1, 7, 4], [5, 3, 6]]","[[8, 0, 2], [1, 7, 4], [5, 3, 6]]"
415,"[[8, 4, 6], [5, 2, 3], [7, 1, 0]]","[[8, 4, 6], [5, 2, 3], [7, 0, 1]]"
416,"[[8, 4, 6], [5, 3, 0], [2, 1, 7]]","[[8, 4, 6], [5, 3, 7], [2, 1, 0]]"
417,"[[8, 6, 2], [1, 0, 3], [5, 4, 7]]","[[8, 6, 2], [0, 1, 3], [5, 4, 7]]"
418,"[[8, 6, 2], [1, 0, 3], [5, 4, 7]]","[[8, 6, 2], [1, 3, 0], [5, 4, 7]]"
419,"[[8, 6, 3], [2, 4, 7], [1, 5, 0]]","[[8, 6, 3], [2, 4, 7], [1, 0, 5]]"
420,"[[1, 6, 2], [4, 0, 8], [5, 7, 3]]","[[1, 0, 2], [4, 6, 8], [5, 7, 3]]"
421,"[[1, 6, 3], [4, 0, 8], [5, 2, 7]]","[[1, 0, 3], [4, 6, 8], [5, 2, 7]]"
422,"[[1, 6, 0], [5, 8, 2], [7, 4, 3]]","[[1, 6, 2], [5, 8, 0], [7, 4, 3]]"
423,"[[1, 6, 3], [4, 0, 8], [5, 2, 7]]","[[1, 6, 3], [4, 2, 8], [5, 0, 7]]"
424,"[[1, 8, 6], [4, 7, 0], [5, 3, 2]]","[[1, 8, 0], [4, 7, 6], [5, 3, 2]]"
425,"[[1, 8, 6], [5, 3, 0], [2, 4, 7]]","[[1, 8, 0], [5, 3, 6], [2, 4, 7]]"
426,"[[1, 8, 2], [0, 6, 4], [5, 7, 3]]","[[1, 8, 2], [5, 6, 4], [0, 7, 3]]"
427,"[[1, 8, 4], [7, 5, 6], [0, 2, 3]]","[[1, 8, 4], [7, 5, 6], [2, 0, 3]]"
428,"[[1, 8, 6], [2, 0, 3], [4, 5, 7]]","[[1, 8, 6], [2, 3, 0], [4, 5, 7]]"
429,"[[1, 8, 6], [4, 3, 7], [5, 0, 2]]","[[1, 8, 6], [4, 3, 7], [0, 5, 2]]"
430,"[[1, 8, 6], [7, 5, 2], [0, 4, 3]]","[[1, 8, 6], [7, 5, 2], [4, 0, 3]]"
431,"[[2, 8, 6], [1, 4, 3], [5, 0, 7]]","[[2, 8, 6], [1, 0, 3], [5, 4, 7]]"
432,"[[2, 8, 6], [4, 3, 0], [1, 5, 7]]","[[2, 8, 6], [4, 3, 7], [1, 5, 0]]"
433,"[[4, 2, 6], [5, 0, 3], [8, 1, 7]]","[[4, 0, 6], [5, 2, 3], [8, 1, 7]]"
434,"[[4, 1, 6], [0, 2, 3], [8, 5, 7]]","[[4, 1, 6], [2, 0, 3], [8, 5, 7]]"
435,"[[4, 1, 6], [5, 8, 2], [7, 0, 3]]","[[4, 1, 6], [5, 8, 2], [7, 3, 0]]"
436,"[[0, 1, 8], [4, 2, 6], [5, 7, 3]]","[[4, 1, 8], [0, 2, 6], [5, 7, 3]]"
